,site,status
1528,TX,returned
1529,CA,returned
1530,CA,unreturned
1531,CA,returned
1532,CA,returned
1533,CA,unreturned
1534,CA,unreturned
1535,CA,returned
1536,CA,returned
1537,CA,returned
1538,AZ,returned
1539,CA,returned
1540,CA,returned
1541,AZ,returned
1542,TX,returned
1543,TX,returned
1544,CA,returned
1545,CA,returned
1546,CA,unreturned
1547,OR,returned
1548,CA,unreturned
1549,AZ,returned
1550,AZ,unreturned
1551,CA,unreturned
1552,TX,returned
1553,CA,unreturned
1554,AZ,unreturned
1555,AZ,returned
1556,CA,returned
1557,CA,returned
1558,CA,returned
1559,AZ,unreturned
1560,AZ,returned
1561,CA,returned
1562,CA,returned
1563,CA,returned
1564,CA,unreturned
1565,TX,unreturned
1566,AZ,returned
1567,CA,returned
1568,CA,unreturned
1569,OR,returned
1570,CA,returned
1571,CA,unreturned
1572,CA,returned
1573,CA,unreturned
1574,OR,returned
1575,AZ,returned
1576,OR,returned
1577,CA,unreturned
1578,TX,unreturned
1579,CA,unreturned
1580,AZ,unreturned
1581,CA,unreturned
1582,CA,returned
1583,AZ,returned
1584,CA,returned
1585,AZ,returned
1586,CA,returned
1587,CA,returned
1588,CA,unreturned
1589,CA,returned
1590,AZ,returned
1591,CA,returned
1592,CA,returned
1593,CA,unreturned
1594,TX,returned
1595,CA,unreturned
1596,CA,unreturned
1597,TX,returned
1598,CA,returned
1599,CA,returned
1600,TX,unreturned
1601,TX,unreturned
1602,CA,returned
1603,CA,returned
1604,AZ,unreturned
1605,CA,returned
1606,CA,returned
1607,TX,returned
1608,CA,returned
1609,TX,returned
1610,OR,unreturned
1611,CA,unreturned
1612,CA,returned
1613,AZ,returned
1614,CA,unreturned
1615,AZ,unreturned
1616,AZ,unreturned
1617,CA,unreturned
1618,CA,returned
1619,CA,unreturned
1620,OR,returned
1621,CA,unreturned
1622,CA,returned
1623,CA,returned
1624,CA,unreturned
1625,CA,returned
1626,TX,returned
1627,CA,unreturned
1628,CA,returned
1629,CA,returned
1630,CA,unreturned
1631,AZ,returned
1632,CA,returned
1633,TX,returned
1634,CA,returned
1635,CA,returned
1636,CA,unreturned
1637,CA,unreturned
1638,CA,unreturned
1639,AZ,returned
1640,TX,returned
1641,CA,unreturned
1642,CA,returned
1643,CA,unreturned
1644,CA,returned
1645,TX,returned
1646,TX,unreturned
1647,CA,returned
1648,CA,returned
1649,AZ,returned
1650,TX,unreturned
1651,CA,returned
1652,CA,unreturned
1653,CA,returned
1654,CA,unreturned
1655,CA,unreturned
1656,AZ,unreturned
1657,TX,unreturned
1658,CA,returned
1659,CA,unreturned
1660,AZ,returned
1661,CA,unreturned
1662,OR,unreturned
1663,CA,returned
1664,CA,returned
1665,AZ,returned
1666,CA,returned
1667,CA,returned
1668,CA,returned
1669,CA,returned
1670,AZ,returned
1671,OR,returned
1672,OR,unreturned
1673,CA,returned
1674,CA,returned
1675,AZ,returned
1676,TX,returned
1677,CA,returned
1678,CA,returned
1679,OR,returned
1680,CA,returned
1681,CA,returned
1682,CA,returned
1683,CA,returned
1684,CA,unreturned
1685,CA,returned
1686,TX,unreturned
1687,AZ,returned
1688,CA,returned
1689,CA,returned
1690,CA,unreturned
1691,CA,unreturned
1692,CA,unreturned
1693,CA,returned
1694,CA,returned
1695,TX,unreturned
1696,CA,returned
1697,CA,unreturned
1698,CA,returned
1699,TX,returned
1700,CA,unreturned
1701,CA,returned
1702,CA,returned
1703,TX,returned
1704,TX,unreturned
1705,AZ,returned
1706,AZ,returned
1707,CA,returned
1708,CA,returned
1709,OR,returned
1710,CA,returned
1711,AZ,returned
1712,CA,unreturned
1713,CA,unreturned
1714,CA,returned
1715,CA,returned
1716,AZ,unreturned
1717,AZ,returned
1718,CA,unreturned
1719,CA,returned
1720,CA,unreturned
1721,CA,returned
1722,CA,returned
1723,AZ,returned
1724,CA,unreturned
1725,TX,returned
1726,AZ,unreturned
1727,OR,unreturned
1728,OR,returned
1729,CA,returned
1730,AZ,returned
1731,CA,unreturned
1732,CA,returned
1733,OR,unreturned
1734,CA,unreturned
1735,CA,returned
1736,CA,returned
1737,AZ,returned
1738,CA,returned
1739,CA,returned
1740,CA,returned
1741,OR,returned
1742,CA,returned
1743,CA,returned
1744,OR,returned
1745,CA,unreturned
1746,CA,returned
1747,CA,returned
1748,AZ,unreturned
1749,CA,unreturned
1750,TX,returned
1751,CA,returned
1752,CA,returned
1753,OR,returned
1754,OR,returned
1755,CA,unreturned
1756,CA,unreturned
1757,CA,unreturned
1758,OR,returned
1759,CA,returned
1760,AZ,returned
1761,CA,unreturned
1762,CA,unreturned
1763,CA,returned
1764,CA,returned
1765,CA,returned
1766,TX,unreturned
1767,AZ,returned
1768,CA,returned
1769,CA,returned
1770,CA,returned
1771,CA,returned
1772,CA,unreturned
1773,CA,unreturned
1774,CA,returned
1775,CA,unreturned
1776,TX,returned
1777,CA,unreturned
1778,CA,returned
1779,TX,returned
1780,CA,returned
1781,OR,returned
1782,AZ,returned
1783,CA,unreturned
1784,OR,returned
1785,CA,returned
1786,CA,returned
1787,AZ,returned
1788,OR,returned
1789,CA,returned
1790,AZ,returned
1791,TX,unreturned
1792,AZ,returned
1793,CA,returned
1794,TX,unreturned
1795,CA,returned
1796,CA,unreturned
1797,OR,returned
1798,CA,returned
1799,TX,returned
1800,OR,returned
1801,CA,returned
1802,TX,returned
1803,CA,returned
1804,TX,unreturned
1805,CA,unreturned
1806,CA,returned
1807,CA,returned
1808,CA,returned
1809,CA,unreturned
1810,CA,unreturned
1811,CA,returned
1812,CA,returned
1813,OR,returned
1814,CA,unreturned
1815,CA,returned
1816,AZ,returned
1817,CA,returned
1818,CA,returned
1819,AZ,returned
1820,CA,returned
1821,CA,returned
1822,AZ,returned
1823,CA,unreturned
1824,CA,returned
1825,CA,returned
1826,CA,returned
1827,CA,returned
1828,CA,returned
1829,AZ,returned
1830,AZ,returned
1831,CA,returned
1832,CA,returned
1833,CA,returned
1834,TX,unreturned
1835,CA,unreturned
1836,CA,returned
1837,AZ,returned
1838,CA,returned
1839,CA,returned
1840,CA,returned
1841,AZ,returned
1842,CA,unreturned
1843,CA,returned
1844,OR,returned
1845,TX,unreturned
1846,TX,returned
1847,CA,returned
1848,CA,unreturned
1849,CA,unreturned
1850,CA,returned
1851,CA,returned
1852,AZ,unreturned
1853,CA,unreturned
1854,CA,unreturned
1855,CA,returned
1856,CA,returned
1857,TX,unreturned
1858,CA,returned
1859,CA,unreturned
1860,AZ,returned
1861,TX,returned
1862,CA,returned
1863,CA,returned
1864,CA,returned
1865,TX,returned
1866,AZ,unreturned
1867,CA,returned
1868,AZ,returned
1869,CA,returned
1870,CA,unreturned
1871,CA,returned
1872,CA,returned
1873,CA,unreturned
1874,CA,returned
1875,CA,returned
1876,CA,returned
1877,CA,returned
1878,AZ,unreturned
1879,CA,returned
1880,CA,returned
1881,CA,returned
1882,TX,unreturned
1883,CA,returned
1884,CA,returned
1885,CA,returned
1886,AZ,returned
1887,CA,unreturned
1888,TX,returned
1889,CA,returned
1890,CA,unreturned
1891,OR,returned
1892,TX,unreturned
1893,CA,unreturned
1894,CA,unreturned
1895,CA,returned
1896,AZ,returned
1897,CA,returned
1898,CA,unreturned
1899,OR,returned
1900,CA,returned
1901,CA,returned
1902,CA,returned
1903,AZ,returned
1904,CA,returned
1905,AZ,returned
1906,OR,returned
1907,CA,returned
1908,CA,unreturned
1909,CA,returned
1910,AZ,unreturned
1911,CA,returned
1912,CA,returned
1913,TX,returned
1914,CA,returned
1915,TX,returned
1916,CA,returned
1917,CA,returned
1918,OR,returned
1919,TX,unreturned
1920,OR,returned
1921,AZ,unreturned
1922,CA,returned
1923,CA,unreturned
1924,OR,returned
1925,CA,unreturned
1926,CA,returned
1927,TX,returned
1928,CA,returned
1929,CA,returned
1930,CA,returned
1931,CA,unreturned
1932,CA,returned
1933,CA,returned
1934,CA,unreturned
1935,CA,returned
1936,CA,unreturned
1937,CA,returned
1938,CA,returned
1939,CA,returned
1940,CA,unreturned
1941,CA,unreturned
1942,TX,returned
1943,OR,returned
1944,CA,returned
1945,CA,unreturned
1946,CA,returned
1947,CA,returned
1948,OR,returned
1949,CA,unreturned
1950,CA,returned
1951,CA,unreturned
1952,CA,returned
1953,CA,returned
1954,CA,returned
1955,TX,returned
1956,CA,unreturned
1957,CA,returned
1958,AZ,returned
1959,CA,returned
1960,TX,unreturned
1961,CA,returned
1962,CA,unreturned
1963,CA,returned
1964,CA,returned
1965,CA,unreturned
1966,CA,unreturned
1967,CA,returned
1968,TX,returned
1969,CA,returned
1970,CA,unreturned
1971,CA,returned
1972,CA,returned
1973,CA,returned
1974,OR,returned
1975,CA,returned
1976,CA,returned
1977,OR,returned
1978,CA,returned
1979,AZ,unreturned
1980,CA,unreturned
1981,CA,returned
1982,CA,returned
1983,CA,unreturned
1984,OR,returned
1985,AZ,returned
1986,CA,returned
1987,CA,returned
1988,AZ,unreturned
1989,OR,returned
1990,AZ,unreturned
1991,OR,returned
1992,TX,returned
1993,OR,unreturned
1994,OR,returned
1995,CA,returned
1996,CA,unreturned
1997,AZ,returned
1998,CA,returned
1999,AZ,returned
2000,CA,returned
2001,AZ,unreturned
2002,TX,unreturned
2003,CA,unreturned
2004,CA,returned
2005,OR,returned
2006,CA,returned
2007,CA,unreturned
2008,CA,returned
2009,CA,returned
2010,CA,returned
2011,TX,unreturned
2012,CA,returned
2013,CA,returned
2014,CA,returned
2015,CA,returned
2016,AZ,returned
2017,TX,returned
2018,CA,unreturned
2019,CA,returned
2020,CA,returned
2021,CA,returned
2022,AZ,returned
2023,AZ,returned
2024,CA,returned
2025,TX,returned
2026,CA,returned
2027,TX,returned
2028,OR,returned
2029,CA,returned
2030,CA,returned
2031,AZ,unreturned
2032,CA,returned
2033,CA,returned
2034,CA,unreturned
2035,CA,returned
2036,CA,returned
2037,CA,returned
2038,TX,unreturned
2039,TX,unreturned
2040,CA,returned
2041,CA,returned
2042,CA,returned
2043,CA,unreturned
2044,OR,returned
2045,CA,unreturned
2046,CA,unreturned
2047,CA,returned
2048,CA,unreturned
2049,CA,returned
2050,TX,returned
2051,AZ,returned
2052,OR,returned
2053,CA,returned
2054,TX,returned
2055,TX,returned
2056,AZ,returned
2057,CA,returned
2058,CA,returned
2059,CA,returned
2060,CA,returned
2061,CA,unreturned
2062,CA,unreturned
2063,OR,returned
2064,CA,returned
2065,CA,returned
2066,OR,returned
2067,AZ,returned
2068,AZ,unreturned
2069,TX,returned
2070,AZ,returned
2071,CA,returned
2072,CA,returned
2073,CA,returned
2074,CA,returned
2075,CA,returned
2076,AZ,returned
2077,TX,returned
2078,AZ,returned
2079,OR,unreturned
2080,CA,returned
2081,CA,returned
2082,AZ,returned
2083,CA,returned
2084,CA,returned
2085,AZ,returned
2086,CA,unreturned
2087,TX,returned
2088,CA,returned
2089,CA,returned
2090,CA,returned
2091,TX,returned
2092,CA,returned
2093,AZ,returned
2094,TX,returned
2095,CA,returned
2096,AZ,returned
2097,CA,returned
2098,AZ,unreturned
2099,CA,returned
2100,CA,returned
2101,CA,unreturned
2102,CA,returned
2103,TX,unreturned
2104,CA,unreturned
2105,TX,unreturned
2106,CA,unreturned
2107,CA,returned
2108,TX,returned
2109,CA,unreturned
2110,AZ,returned
2111,CA,returned
2112,CA,returned
2113,TX,unreturned
2114,AZ,returned
2115,CA,returned
2116,CA,unreturned
2117,CA,returned
2118,CA,returned
2119,CA,returned
2120,CA,unreturned
2121,CA,returned
2122,TX,returned
2123,CA,returned
2124,AZ,unreturned
2125,AZ,returned
2126,CA,returned
2127,TX,unreturned
2128,CA,unreturned
2129,AZ,unreturned
2130,CA,returned
2131,OR,returned
2132,CA,returned
2133,AZ,unreturned
2134,CA,returned
2135,CA,returned
2136,CA,returned
2137,CA,returned
2138,CA,unreturned
2139,AZ,returned
2140,CA,returned
2141,CA,returned
2142,TX,returned
2143,AZ,unreturned
2144,AZ,returned
2145,CA,returned
2146,CA,returned
2147,TX,returned
2148,AZ,unreturned
2149,CA,returned
2150,CA,returned
2151,CA,returned
2152,CA,returned
2153,OR,returned
2154,OR,returned
2155,CA,returned
2156,CA,unreturned
2157,CA,returned
2158,AZ,returned
2159,CA,returned
2160,CA,returned
2161,CA,returned
2162,CA,returned
2163,CA,returned
2164,CA,returned
2165,AZ,returned
2166,CA,returned
2167,OR,unreturned
2168,CA,returned
2169,CA,returned
2170,OR,returned
2171,CA,returned
2172,OR,returned
2173,CA,returned
2174,CA,returned
2175,CA,unreturned
2176,CA,returned
2177,AZ,returned
2178,CA,returned
2179,AZ,returned
2180,CA,returned
2181,CA,returned
2182,TX,returned
2183,AZ,returned
2184,CA,returned
2185,CA,returned
2186,CA,unreturned
2187,TX,unreturned
2188,CA,returned
2189,CA,returned
2190,CA,returned
2191,CA,unreturned
2192,CA,returned
2193,CA,returned
2194,CA,unreturned
2195,CA,returned
2196,CA,unreturned
2197,CA,returned
2198,CA,returned
2199,CA,unreturned
2200,CA,returned
2201,OR,returned
2202,TX,unreturned
2203,TX,returned
2204,CA,returned
2205,OR,returned
2206,CA,returned
2207,CA,unreturned
2208,CA,returned
2209,CA,unreturned
2210,CA,returned
2211,CA,unreturned
2212,CA,returned
2213,CA,returned
2214,AZ,unreturned
2215,CA,unreturned
2216,CA,unreturned
2217,CA,returned
2218,CA,unreturned
2219,CA,returned
2220,CA,returned
2221,OR,returned
2222,TX,returned
2223,AZ,returned
2224,AZ,returned
2225,CA,unreturned
2226,AZ,returned
2227,TX,returned
2228,CA,unreturned
2229,CA,returned
2230,AZ,returned
2231,CA,unreturned
2232,AZ,unreturned
2233,CA,returned
2234,TX,returned
2235,CA,returned
2236,CA,returned
2237,CA,returned
2238,CA,unreturned
2239,OR,unreturned
2240,TX,unreturned
2241,CA,unreturned
2242,CA,returned
2243,CA,returned
2244,CA,returned
2245,CA,returned
2246,AZ,returned
2247,CA,returned
2248,CA,unreturned
2249,OR,returned
2250,CA,returned
2251,OR,returned
2252,OR,returned
2253,CA,returned
2254,CA,unreturned
2255,CA,returned
2256,CA,unreturned
2257,CA,returned
2258,CA,unreturned
2259,CA,returned
2260,CA,returned
2261,CA,unreturned
2262,TX,returned
2263,OR,returned
2264,TX,returned
2265,AZ,unreturned
2266,TX,returned
2267,CA,returned
2268,CA,returned
2269,TX,returned
2270,CA,returned
2271,CA,unreturned
2272,CA,returned
2273,AZ,unreturned
2274,CA,returned
2275,TX,unreturned
2276,AZ,returned
2277,CA,returned
2278,AZ,returned
2279,CA,returned
2280,CA,returned
2281,CA,returned
2282,CA,returned
2283,CA,returned
2284,TX,returned
2285,AZ,returned
2286,AZ,unreturned
2287,CA,returned
2288,CA,returned
2289,AZ,returned
2290,TX,returned
2291,CA,unreturned
2292,CA,returned
2293,AZ,returned
2294,CA,unreturned
2295,CA,returned
2296,CA,returned
2297,CA,returned
2298,AZ,returned
2299,CA,returned
2300,CA,returned
2301,CA,returned
2302,AZ,returned
2303,CA,returned
2304,CA,returned
2305,CA,returned
2306,OR,returned
2307,AZ,returned
2308,TX,returned
2309,CA,returned
2310,AZ,returned
2311,CA,returned
2312,CA,unreturned
2313,TX,unreturned
2314,CA,unreturned
2315,CA,returned
2316,CA,unreturned
2317,CA,unreturned
2318,AZ,unreturned
2319,CA,returned
2320,CA,unreturned
2321,TX,unreturned
2322,TX,returned
2323,CA,unreturned
2324,CA,returned
2325,CA,returned
2326,AZ,returned
2327,CA,returned
2328,CA,returned
2329,CA,unreturned
2330,CA,returned
2331,CA,returned
2332,AZ,returned
2333,CA,returned
2334,CA,returned
2335,CA,unreturned
2336,CA,returned
2337,CA,returned
2338,AZ,returned
2339,TX,unreturned
2340,CA,returned
2341,AZ,returned
2342,CA,returned
2343,CA,returned
2344,TX,returned
2345,CA,returned
2346,CA,returned
2347,AZ,returned
2348,CA,unreturned
2349,AZ,returned
2350,CA,unreturned
2351,CA,returned
2352,CA,returned
2353,CA,unreturned
2354,CA,unreturned
2355,AZ,returned
2356,AZ,returned
2357,TX,unreturned
2358,CA,unreturned
2359,CA,returned
2360,CA,returned
2361,CA,unreturned
2362,CA,returned
2363,CA,returned
2364,CA,returned
2365,CA,returned
2366,AZ,returned
2367,CA,unreturned
2368,CA,unreturned
2369,TX,unreturned
2370,CA,returned
2371,CA,returned
2372,CA,returned
2373,CA,returned
2374,TX,unreturned
2375,AZ,returned
2376,CA,returned
2377,CA,unreturned
2378,CA,unreturned
2379,OR,returned
2380,CA,returned
2381,CA,unreturned
2382,OR,returned
2383,CA,returned
2384,AZ,returned
2385,OR,returned
2386,AZ,returned
2387,TX,returned
2388,CA,returned
2389,CA,returned
2390,CA,returned
2391,OR,returned
2392,TX,returned
2393,CA,returned
2394,CA,unreturned
2395,CA,returned
2396,CA,unreturned
2397,CA,returned
2398,CA,returned
2399,AZ,unreturned
2400,CA,unreturned
2401,CA,unreturned
2402,CA,returned
2403,CA,unreturned
2404,TX,returned
2405,TX,returned
2406,TX,unreturned
2407,TX,unreturned
2408,CA,unreturned
2409,CA,returned
2410,CA,returned
2411,CA,unreturned
2412,CA,returned
2413,CA,returned
2414,CA,returned
2415,CA,returned
2416,AZ,returned
2417,CA,unreturned
2418,CA,returned
2419,CA,returned
2420,CA,unreturned
2421,CA,unreturned
2422,CA,returned
2423,CA,returned
2424,CA,returned
2425,CA,returned
2426,CA,unreturned
2427,AZ,returned
2428,CA,returned
2429,AZ,unreturned
2430,TX,unreturned
2431,TX,returned
2432,TX,unreturned
2433,AZ,unreturned
2434,TX,returned
2435,CA,returned
2436,CA,unreturned
2437,TX,returned
2438,CA,returned
2439,CA,unreturned
2440,CA,returned
2441,CA,unreturned
2442,TX,returned
2443,CA,returned
2444,CA,returned
2445,CA,returned
2446,OR,returned
2447,CA,returned
2448,CA,returned
2449,TX,returned
2450,AZ,unreturned
2451,CA,unreturned
2452,CA,returned
2453,CA,returned
2454,AZ,returned
2455,TX,returned
2456,OR,returned
2457,CA,returned
2458,TX,returned
2459,TX,unreturned
2460,TX,unreturned
2461,CA,returned
2462,AZ,returned
2463,TX,returned
2464,CA,returned
2465,CA,returned
2466,CA,returned
2467,CA,returned
2468,CA,returned
2469,CA,unreturned
2470,CA,unreturned
2471,OR,returned
2472,CA,returned
2473,CA,unreturned
2474,CA,unreturned
2475,CA,returned
2476,CA,returned
2477,AZ,returned
2478,OR,returned
2479,CA,returned
2480,CA,returned
2481,CA,returned
2482,CA,returned
2483,CA,returned
2484,CA,returned
2485,AZ,returned
2486,CA,returned
2487,CA,returned
2488,OR,returned
2489,OR,unreturned
2490,AZ,returned
2491,AZ,unreturned
2492,OR,returned
2493,TX,returned
2494,CA,returned
2495,AZ,returned
2496,CA,returned
2497,CA,returned
2498,AZ,unreturned
2499,TX,unreturned
2500,AZ,unreturned
2501,CA,returned
2502,TX,unreturned
2503,CA,unreturned
2504,CA,unreturned
2505,CA,unreturned
2506,CA,returned
2507,CA,returned
2508,CA,returned
2509,CA,returned
2510,CA,unreturned
2511,CA,returned
2512,CA,returned
2513,TX,unreturned
2514,AZ,returned
2515,CA,returned
2516,CA,returned
2517,TX,returned
2518,TX,returned
2519,CA,returned
2520,CA,unreturned
2521,AZ,returned
2522,CA,unreturned
2523,CA,unreturned
2524,CA,returned
2525,CA,unreturned
2526,AZ,returned
2527,CA,returned
2528,CA,returned
2529,CA,returned
2530,OR,returned
2531,CA,returned
2532,CA,unreturned
2533,CA,returned
2534,CA,returned
2535,AZ,returned
2536,CA,returned
2537,CA,returned
2538,CA,returned
2539,CA,returned
2540,CA,returned
2541,CA,returned
2542,CA,returned
2543,OR,returned
2544,CA,returned
2545,AZ,returned
2546,CA,unreturned
2547,CA,unreturned
2548,CA,returned
2549,TX,unreturned
2550,CA,returned
2551,CA,returned
2552,CA,returned
2553,CA,returned
2554,CA,returned
2555,CA,returned
2556,AZ,returned
2557,TX,returned
2558,TX,returned
2559,CA,unreturned
2560,CA,unreturned
2561,CA,returned
2562,CA,unreturned
2563,CA,returned
2564,CA,returned
2565,CA,unreturned
2566,TX,returned
2567,AZ,returned
2568,CA,returned
2569,CA,unreturned
2570,CA,returned
2571,TX,returned
2572,CA,returned
2573,CA,returned
2574,CA,unreturned
2575,CA,unreturned
2576,CA,returned
2577,CA,returned
2578,CA,returned
2579,CA,returned
2580,CA,unreturned
2581,CA,returned
2582,CA,unreturned
2583,CA,unreturned
2584,CA,returned
2585,CA,returned
2586,CA,returned
2587,AZ,unreturned
2588,CA,returned
2589,CA,returned
2590,CA,unreturned
2591,CA,returned
2592,CA,returned
2593,CA,returned
2594,TX,unreturned
2595,CA,returned
2596,CA,unreturned
2597,OR,returned
2598,AZ,returned
2599,AZ,returned
2600,CA,returned
2601,AZ,unreturned
2602,OR,returned
2603,CA,returned
2604,OR,unreturned
2605,OR,returned
2606,CA,returned
2607,CA,returned
2608,TX,returned
2609,CA,unreturned
2610,CA,returned
2611,CA,returned
2612,CA,unreturned
2613,TX,unreturned
2614,CA,returned
2615,TX,unreturned
2616,AZ,unreturned
2617,CA,unreturned
2618,CA,returned
2619,CA,returned
2620,TX,unreturned
2621,CA,unreturned
2622,AZ,returned
2623,CA,returned
2624,CA,returned
2625,CA,returned
2626,CA,returned
2627,OR,unreturned
2628,OR,returned
2629,CA,returned
2630,TX,returned
2631,CA,unreturned
2632,CA,returned
2633,AZ,unreturned
2634,CA,returned
2635,AZ,returned
2636,CA,returned
2637,TX,returned
2638,TX,returned
2639,AZ,returned
2640,OR,returned
2641,CA,unreturned
2642,OR,returned
2643,TX,unreturned
2644,CA,returned
2645,OR,returned
2646,CA,returned
2647,CA,unreturned
2648,CA,returned
2649,CA,returned
2650,CA,unreturned
2651,CA,returned
2652,AZ,unreturned
2653,AZ,returned
2654,CA,unreturned
2655,AZ,returned
2656,CA,unreturned
2657,CA,unreturned
2658,OR,returned
2659,CA,returned
2660,CA,returned
2661,CA,returned
2662,AZ,returned
2663,TX,returned
2664,CA,returned
2665,CA,returned
2666,CA,unreturned
2667,CA,unreturned
2668,OR,returned
2669,CA,returned
2670,TX,returned
2671,CA,returned
2672,CA,returned
2673,CA,returned
2674,CA,returned
2675,CA,returned
2676,CA,returned
2677,AZ,returned
2678,CA,returned
2679,TX,returned
2680,CA,unreturned
2681,AZ,returned
2682,CA,returned
2683,CA,returned
2684,OR,returned
2685,TX,unreturned
2686,CA,returned
2687,TX,returned
2688,CA,returned
2689,OR,returned
2690,CA,returned
2691,CA,unreturned
2692,TX,unreturned
2693,CA,returned
2694,TX,returned
2695,CA,returned
2696,CA,returned
2697,CA,unreturned
2698,OR,unreturned
2699,CA,returned
2700,CA,returned
2701,OR,returned
2702,CA,unreturned
2703,OR,unreturned
2704,AZ,unreturned
2705,CA,unreturned
2706,CA,unreturned
2707,TX,unreturned
2708,OR,returned
2709,OR,returned
2710,CA,unreturned
2711,OR,returned
2712,AZ,unreturned
2713,CA,unreturned
2714,CA,returned
2715,CA,unreturned
2716,CA,returned
2717,CA,returned
2718,TX,unreturned
2719,OR,returned
2720,CA,returned
2721,AZ,returned
2722,CA,returned
2723,TX,returned
2724,OR,returned
2725,AZ,returned
2726,CA,returned
2727,CA,returned
2728,AZ,unreturned
2729,CA,returned
2730,AZ,unreturned
2731,AZ,returned
2732,OR,returned
2733,OR,returned
2734,CA,returned
2735,OR,unreturned
2736,TX,returned
2737,TX,unreturned
2738,OR,unreturned
2739,CA,returned
2740,CA,returned
2741,CA,unreturned
2742,TX,returned
2743,AZ,returned
2744,AZ,returned
2745,CA,returned
2746,CA,returned
2747,CA,returned
2748,TX,returned
2749,CA,returned
2750,CA,returned
2751,CA,returned
2752,TX,unreturned
2753,CA,returned
2754,OR,returned
2755,AZ,returned
2756,CA,unreturned
2757,CA,returned
2758,CA,returned
2759,CA,unreturned
2760,CA,returned
2761,OR,returned
2762,CA,returned
2763,CA,returned
2764,CA,returned
2765,OR,returned
2766,AZ,returned
2767,CA,unreturned
2768,AZ,returned
2769,CA,returned
2770,CA,returned
2771,CA,returned
2772,CA,returned
2773,OR,returned
2774,OR,unreturned
2775,AZ,unreturned
2776,AZ,unreturned
2777,CA,unreturned
2778,CA,unreturned
2779,CA,returned
2780,CA,returned
2781,AZ,returned
2782,TX,returned
2783,AZ,returned
2784,AZ,unreturned
2785,AZ,returned
2786,TX,returned
2787,OR,returned
2788,CA,returned
2789,OR,returned
2790,CA,returned
2791,OR,returned
2792,CA,unreturned
2793,OR,unreturned
2794,AZ,returned
2795,OR,returned
2796,CA,unreturned
2797,CA,unreturned
2798,OR,returned
2799,CA,unreturned
2800,CA,returned
2801,CA,returned
2802,CA,unreturned
2803,CA,returned
2804,AZ,returned
2805,CA,returned
2806,CA,returned
2807,CA,returned
2808,AZ,returned
2809,AZ,returned
2810,CA,unreturned
2811,CA,returned
2812,CA,returned
2813,CA,unreturned
2814,AZ,returned
2815,AZ,unreturned
2816,OR,returned
2817,CA,returned
2818,CA,returned
2819,OR,returned
2820,CA,returned
2821,CA,returned
2822,OR,returned
2823,OR,unreturned
2824,CA,returned
2825,AZ,returned
2826,CA,returned
2827,CA,returned
2828,CA,unreturned
2829,CA,returned
2830,CA,returned
2831,TX,unreturned
2832,CA,returned
2833,AZ,returned
2834,CA,returned
2835,AZ,returned
2836,CA,unreturned
2837,OR,unreturned
2838,AZ,returned
2839,CA,returned
2840,CA,returned
2841,CA,returned
2842,AZ,returned
2843,CA,returned
2844,CA,returned
2845,AZ,returned
2846,AZ,unreturned
2847,CA,returned
2848,CA,returned
2849,CA,unreturned
2850,CA,returned
2851,CA,returned
2852,CA,unreturned
2853,CA,returned
2854,CA,unreturned
2855,CA,returned
2856,TX,unreturned
2857,CA,returned
2858,CA,returned
2859,OR,returned
2860,CA,returned
